title,author,description,price,quantity,availability,isbn
Automobile Mechanical and Electrical Systems: Automotive Technology: Vehicle Maintenance and Repair (Vehicle Maintenance & Repr Nv2),Tom Denton,Butterworth-Heinemann,357,5,false,978-3814715655
Getting Started with Soldering: A Hands-On Guide to Making Electrical and Mechanical Connections,Marc de Vinck,"Maker Media, Inc",881,10,true,978-8455525053
"An Engineer's Guide to MATLAB: With Applications from Mechanical, Aerospace, Electrical, Civil, and Biological Systems Engineering, 3rd Edition  ",Edward B. Magrab,Prentice Hall,808,2,true,978-9847336790
Mechanical Design of Electric Motors,Wei Tong,CRC Press,576,1,false,978-4731217372
"Aircraft systems: mechanical, electrical, and avionics subsystems integration",Ian Moir,Wiley,451,3,true,978-3142553957
Boatowner's Mechanical and Electrical Manual.  Repair and Improve Your Boat's Essential Systems,Nigel Calder,Adlard Coles,711,8,false,978-1526354696
Mechanical and Electrical Equipment for Buildings,Walter T. Grondzik,Wiley,442,1,true,978-4874312010
Computer-aided Design of Electrical Machines,Vishnu Murthy,Detailed description of this engineering book is currently unavailable.,583,2,false,978-3538626630
Conditions of Contract for Plant and Design-build for Electrical and Mechanical Works and for Building and Engineering Works Designed by the Contractor,Federation Internationale des Ingenieurs Conseils ( FIDIC ),Thomas Telford Ltd,103,7,false,978-7318806064
Mechatronics Electronic Control Systems in Mechanical and Electrical Engineering 7th Edition,W. Bolton,Pearson,846,3,true,978-3916361827
Automobile mechanical and electrical systems,Tom Denton,Routledge,343,2,true,978-2587458338
Mechatronics. Electronic Control Systems in Mechanical and Electrical Engineering,William Bolton,Pearson,275,1,false,978-0525166317
"Black & Decker Codes for Homeowners, Updated 3rd Edition: Electrical - Mechanical - Plumbing - Building - Current with 2015-2017 Codes",Bruce A. Barker,Cool Springs Press,416,9,false,978-8665594310
The Physics of Oscillations and Waves: With Applications in Electricity and Mechanics,Ingram Bloch (auth.),Springer US,486,5,true,978-9391822648
The Art of Walking Bass: A Method for Acoustic or Electric Bass (Musicians Institute Press),Bob Magnusson,Musicians Institute Press,723,2,true,978-2071767482
"Mechanical and electrical systems in architecture, engineering, and construction (5th Edition)  ",Joseph B. Wujek,Pearson,158,5,false,978-3938175681
Electromagnetic Field Interaction with Transmission Lines : From Classical Theory to HF Radiation Effects (Advances in Electrical Engineering and Electromagnetics) ,F. Rachidi,WIT Press / Computational Mechanics,968,10,false,978-4918206207
Dictionary Oxford English For Electrical And Mechanical Engineering,Unknown Author,"Oxford University Press, USA",858,9,true,978-1320235293
Mechatronics: Electronic control systems in mechanical and electrical engineering,W. Bolton,Pearson Education,867,10,false,978-5343703825
Electric Power Transmission and Distribution,S. Sivanagaraju,Detailed description of this engineering book is currently unavailable.,786,3,false,978-4924344755
"Electric Power Generation, Transmission, and Distribution, Third Edition",Leonard L. Grigsby,CRC Press,735,8,false,978-7994195454
Transmission and Distribution Electrical Engineering,Colin Bayliss,Detailed description of this engineering book is currently unavailable.,829,6,false,978-4510865192
A Textbook of Electrical Technology Volume III -Transmission and Distribution,B.L.Theraja,Chand (S.) & Co Ltd,864,5,false,978-1302168709
Switching in Electrical Transmission and Distribution Systems,René Smeets,Wiley,324,4,true,978-2198683288
Water Transmission and Distribution: Principles and Practices of Water Supply Operations,Larry Mays,American Water Works Association,483,4,true,978-0620789061
Electrical Power Transmission and Distribution: Aging and Life Extension Techniques,Bella H. Chudnovsky,CRC Press,349,7,false,978-0879194175
"Power Transmission And Distribution, 2nd Edition",Anthony J. Pansini,Detailed description of this engineering book is currently unavailable.,825,7,true,978-5288496274
"Transmission, Distribution, and Renewable Energy Generation Power Equipment: Aging and Life Extension Techniques, Second Edition",Chudnovsky,"CRC Press, Taylor & Francis",637,7,true,978-2946970917
Electrical transmission and distribution reference book,ABB Electric Systems Technology Institute.,ABB Power T & D Co.,353,3,false,978-2099861801
Electrical Transmission and Distribution Reference Book,Electrical Systems Technology Institute,ABB Inc.,149,8,false,978-5248944733
Water transmission and distribution : student workbook,American Water Works Association,American Water Works Association,731,8,false,978-4524585419
Natural gas transmission and distribution business,Paliwal,CRC Press,211,2,false,978-3234264453
Facts Controllers In Power Transmission and Distribution,K. R. Padiyar,New Age International,736,2,false,978-1041479805
"Electric Power Generation, Transmission, and Distribution  ",Leonard L. Grigsby,CRC Press,968,10,true,978-7935362941
Transmission and Distribution Electrical Engineering,Colin Bayliss,Newnes,655,6,false,978-5878188754
"Rating of Electric Power Cables - Ampacity Computations for Transmission, Distribution, and Industrial Applications",George J. Anders,McGraw-Hill - IEEE,332,6,false,978-2105441855
"IEEE Std 1159-2019, IEEE Recommended Practice for Monitoring Electric Power Quality",Transmission and Distribution Committee of the IEEE Power and Energy Society,Detailed description of this engineering book is currently unavailable.,196,3,false,978-2222965833
"ASME Guide for Gas Transmission and Distribution Piping Systems, 1983",American Society of Mechanical Engineers,Detailed description of this engineering book is currently unavailable.,460,9,false,978-7725832011
Water Transmission and Distribution WSO Student Workbook: Water Supply Operations,Nancy McTigue,American Water Works Association,234,3,true,978-3182268348
Electrical and Electronics Measurements and Instrumentation,Prithwiraj Purkait,Detailed description of this engineering book is currently unavailable.,545,3,false,978-0074504937
"Measurement, Instrumentation, and Sensors Handbook: Electromagnetic, Optical, Radiation, Chemical, and Biomedical Measurement",John G. Webster,CRC Press,627,5,false,978-0941783266
"Measurement, Instrumentation, and Sensors Handbook, Second Edition: Spatial, Mechanical, Thermal, and Radiation Measurement",John G. Webster,CRC Press,875,9,false,978-2869632804
"Measurement and Instrumentation, Second Edition: Theory and Application",Alan S Morris,Academic Press,742,1,true,978-1510451248
Electronic Measurement and Instrumentation,R.S. Sedha,S Chand & Co Ltd,606,1,true,978-9881019065
"Measurements in Distance Education: A Compendium of Instruments, Scales, and Measures for Evaluating Online Learning",Amy J. Catalano,Routledge,578,3,true,978-1136391281
"The Measurement, Instrumentation and Sensors Handbook",John G. Webster,CRC Press,608,5,false,978-7924280769
Introduction to Instrumentation and Measurements,Northrop,Taylor & Francis Inc,978,9,false,978-2727419790
"Measurement and Control Basics, Fifth Edition",Hughes,"ISA: The Instrumentation, Systems, and Automation Society",203,10,true,978-6857584314
A course in Electrical and Electronic Measurements and Instrumentation,A.K.SAWHNEY,Detailed description of this engineering book is currently unavailable.,400,1,false,978-4840575440
Meteorological Measurements and Instrumentation,Giles Harrison,Wiley-Blackwell,123,9,false,978-9104242699
Electronic Test Instruments: Analog and Digital Measurements,Witte R.A.,Detailed description of this engineering book is currently unavailable.,301,3,false,978-6391957741
Instrumentation and Measurement in Electrical Engineering,Roman Malaric,BrownWalker Press,933,4,false,978-6087759522
"Instrument Engineers' Handbook, Volume 1, Fourth Edition:  Process Measurement and Analysis",Bela G. Liptak,CRC Press,402,5,true,978-8548785638
Electronic Instrumentation and Measurement Techniques,William David Cooper,"Prentice-Hall, Inc.",234,6,false,978-2058629636
Measurement and Instrumentation. Theory and Application,Alan S. Morris,ELSEVIER,666,9,true,978-4119931118
A Course In Electronics & Electrical Measurements And Instrumentation,J.B. Gupta,S. K. Kataria & Sons,314,4,false,978-6514123754
Electronic Instrumentation And Measurment,Rohit Khurana,Vikas Publishing House,280,6,true,978-8483159093
"Instrument and automation engineers' handbook. Volume I, Measurement and safety",Béla G. Lipták,CRC Press,457,6,false,978-0826185323
"The Condensed Handbook of Measurement and Control, 3rd Edition",N. E. Battikha,"ISA: The Instrumentation, Systems, and Automation Society",679,2,true,978-5177009583
Power System Analysis and Design,J. Duncan Glover,Cengage Learning,274,9,false,978-4152035406
Power System Analysis Power System Analysis,Nagsarkar,"Oxford University Press, USA",457,5,true,978-1657188254
Power Systems Analysis - 2nd Edition Solution Manual,Hadi Saadat,Detailed description of this engineering book is currently unavailable.,207,6,true,978-1343538042
Power System Analysis,John Grainger,Detailed description of this engineering book is currently unavailable.,284,10,true,978-5351544669
"Wind and solar power systems: design, analysis, and operation",Mukund R. Patel,CRC Press,449,5,true,978-6912934628
Power systems analysis illustrated with MATLAB and ETAP,Madhusudan,CRC Press/Taylor & Francis Group,712,1,true,978-7735458437
Power System Analysis,Hadi Saadat,Mcgraw-Hill College,761,2,false,978-5802894217
Electrical power transmission system engineering : analysis and design,Gönen,CRC Press,847,5,false,978-2473518865
Line loss analysis and calculation of electric power systems,Ni,Wiley,176,9,false,978-7713325111
"Power System Analysis and Design (SI Edition), Fifth Edition  ",J. Duncan Glover,Cengage Learning,648,2,false,978-3183885942
Electric Power Systems: Analysis and Control,Fabio Saccomanno,Wiley-IEEE Press,476,7,false,978-0836964803
Hydraulic Power System Analysis,Arthur Akers,CRC Press,834,8,true,978-5370509077
Solution manual of Power System Analysis,John J  Grainger William D  Stevenson Jr,McGraw H ,230,1,true,978-1017312017
Analysis and Design of Low-Voltage Power Systems: An Engineer's Field Guide,Ismail Kasikci,Wiley-VCH,229,6,false,978-8385780159
Power System Dynamics with Computer-Based Modeling and Analysis,Yoshihide Hase,Wiley,117,6,false,978-7860335911
Power System Analysis,Murty P. S. R.,Detailed description of this engineering book is currently unavailable.,974,6,false,978-9057583548
Modern Power Systems Analysis,Kothari D.P.,Detailed description of this engineering book is currently unavailable.,192,2,false,978-7439885896
Modern Power Systems Analysis (Power Electronics and Power Systems),Xi-Fan Wang,Detailed description of this engineering book is currently unavailable.,940,7,true,978-7857788399
Electrical Power Systems: Design and Analysis (IEEE Press Series on Power Engineering),Mohamed E. El-Hawary,Wiley-IEEE Press,180,4,false,978-0033943400
Power System Analysis and Design - Solution manual,J. Duncan Glover,CL Engineering,134,8,true,978-0548554391
"Power electronics : devices, circuits, and applications",Muhammad H. Rashid,Pearson,913,2,false,978-0068114854
"Power electronics : converters, applications, and design",Ned Mohan,John Wiley & Sons,349,9,true,978-4904455745
Internet of Things Projects with ESP32: Build exiting and powerful IoT projects using the all-new Expresif ESP32,Agus Kurniawan,Packt Publishing,705,3,false,978-5706620766
Power Electronics Handbook,Muhammad H. Rashid,Butterworth-Heinemann,426,6,true,978-7712082937
"Transformers and Inductors for Power Electronics Theory, Design and Applications",Hurley W.G.,Wiley,882,4,true,978-3116361140
"Modern Electric, Hybrid Electric, and Fuel Cell Vehicles: Fundamentals, Theory, and Design, Second Edition (Power Electronics and Applications Series)",Mehrdad Ehsani,CRC Press,474,7,false,978-7818497796
"Pulsewidth Modulated Dc-to-Dc Power Conversion: Circuits, Dynamics, and Control Designs",Byungcho Choi(auth.),Wiley-IEEE Press,862,6,true,978-2603257656
"Power electronics : devices, circuits and industrial applications",Moorthi,Oxford University Press,860,6,false,978-3899756111
Principles of Electric Machines and Power Electronics,P. C. Sen,Wiley,744,5,true,978-8139190700
"Electric powertrain : energy systems, power electronics & drives for hybrid, electric & fuel cell vehicles",Goodarzi,John Wiley & Sons,783,4,false,978-0221559985
"Power electronics basics : operating principles, design, formulas, and applications",Yuriy Rozanov,CRC Press,228,4,true,978-3904599295
Advanced Power Electronics Converters: PWM Converters Processing AC Voltages,Euzeli dos Santos,Wiley-IEEE Press,437,4,false,978-4633249806
"ROS Robotics Projects: Build And Control Robots Powered By The Robot Operating System, Machine Learning, And Virtual Reality",Ramkumar Gandhinathan,Packt Publishing,923,8,true,978-3751387345
SPICE for Power Electronics and Electric Power,Rashid,CRC Press,273,4,true,978-0256308865
Power Electronics And Motor Drives: Advances and Trends,Bimal K. Bose,Detailed description of this engineering book is currently unavailable.,185,4,false,978-5245866266
Perfect Phrases for Writing Company Announcements: Hundreds of Ready-to-Use Phrases for Powerful Internal and External Communications,Harriet Diamond,McGraw-Hill,344,2,true,978-6391626630
"Advanced Electric Drive Vehicles (Energy, Power Electronics, and Machines)",Ali Emadi (Editor),CRC Press,370,6,false,978-6342900554
Laboratory Manual for Pulse-Width Modulated DC-DC Power Converters,M. K. Kazimierczuk,Wiley,752,1,false,978-9442345911
Switching Power Supply Design,Abraham Pressman,McGraw-Hill Professional,232,7,false,978-3335027689
Build Your Own Low-Power Transmitters: Projects for the Electronics Experimenter,Rudolf F. Graf Professional Technical Writer,Newnes,880,5,false,978-2259236282
Digital Signal and Image Processing Using MATLAB,Gérard Blanchet,ISTE Ltd,278,7,true,978-6190071377
